conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,skill/competence,transversal,kritisch denken,released,informatie beoordelen,"Een oordeel vormen en verdedigen op basis van intern bewijs en externe criteria. De geloofwaardigheid en betrouwbaarheid van informatie kritisch beoordelen alvorens deze te gebruiken of aan anderen door te geven. Zelfstandig en kritisch denken ontwikkelen.
  ",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"informatie, ideeën en concepten verwerken"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,skill/competence,transversal,anderen betrekken bij milieuvriendelijk gedrag,released,,"Informatie verstrekken over en bevordering van milieuvriendelijk gedrag in sociale netwerken en op het werk.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,ecologische vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7,skill/competence,transversal,gedetailleerd werken,released,aandacht hebben voor detail | nauwkeurig werken,"Met zorg uitvoeren van een taak op alle betrokken gebieden, hoe klein ook.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,efficiënt werken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88b0c49e-7c2e-4ccc-aca3-fbd4bbc2081c,skill/competence,transversal,met kennis van zaken gebruikmaken van het gezondheidszorgstelsel,released,,"De juiste preventieve en curatieve aanbieders van gezondheidsdiensten identificeren en selecteren en de juiste medicatie veilig beheren.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,gezondheidsvaardigheden en -competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/896a5e0c-7ac9-4e59-a9bf-17fdca6b1c37,skill/competence,transversal,de beginselen van de democratie en de rechtsstaat bevorderen,released,,"Een actieve rol spelen bij de bevordering van de beginselen van democratie, sociale rechtvaardigheid en de rechtsstaat. Discriminatie op grond van etnische, culturele of seksuele identiteit of geaardheid aan de kaak stellen, maar ook op grond van sociale, educatieve of economische achtergrond, door de gevolgen die geplande acties, waaronder wetgeving, beleid of programma’s, kunnen hebben op verschillende groepen te evalueren en te verwoorden.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,maatschappelijke vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93350886-a21b-4e61-a1b1-319a325c0f90,skill/competence,transversal,zichzelf creatief uitdrukken,released,,"Zang, dans, instrumentale muziek, acteerprestaties of beeldende kunsten kunnen inzetten om zich creatief uit te drukken.
  ",http://data.europa.eu/esco/skill/6115ff80-3d84-4e87-8e2b-6ede7ee004b4,culturele vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f,skill/competence,transversal,conflicten oplossen,released,omgaan met conflicten,"Bemiddelen in conflicten en gespannen situaties door op te treden tussen de partijen en te streven naar overeenstemming, verzoening en probleemoplossing. Een conflict zo beslechten dat geen van de slachtoffers zich slecht behandeld voelt en ruzies bij voorbaat vermijden.
  ",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communiceren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98a999db-72d5-4657-a0b0-2f850afd4368,skill/competence,transversal,uiteenlopende culturele en artistieke uitingen waarderen,released,,"Esthetische gevoeligheid, belangstelling en openheid aan de dag leggen voor kunstuitingen met verschillende culturele achtergronden.
  ",http://data.europa.eu/esco/skill/6115ff80-3d84-4e87-8e2b-6ede7ee004b4,culturele vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,skill/competence,transversal,bereidheid tonen om te leren,released,bereid zijn om te leren,Een positieve houding aan de dag leggen ten aanzien van nieuwe en uitdagende eisen die alleen via levenslang leren kunnen worden vervuld.,http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,de bereidheid tonen om te leren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c0f93f7-2592-4d4d-9673-fd640502345f,skill/competence,transversal,"met precisie gebruikmaken van apparatuur, gereedschap of technologie",released,,"Werkstukken, gereedschappen, precisie-instrumenten of -apparatuur zelfstandig gebruiken om handwerk uit te voeren, met of zonder minimale opleiding.
  ",http://data.europa.eu/esco/skill/ccb6db6a-8538-431c-b740-5f241bdb71cf,objecten en apparatuur bedienen en besturen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cfd2219-553c-4d67-81e5-951e87c65135,skill/competence,transversal,gedurende lange tijd geconcentreerd blijven,released,concentratie gedurende lange tijd behouden,Gedurende een lange tijd geconcentreerd blijven om een juist oordeel te kunnen vormen en de juiste beslissingen te kunnen nemen.,http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,efficiënt werken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a628d2d1-f40a-4c37-a357-2801726f2996,skill/competence,transversal,problemen vaststellen,released,,"Problemen en vraagstukken opsporen en herkennen, en de best mogelijke handelswijze vaststellen. Problemen melden indien nodig.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,het ondervangen van problemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a68bdf1e-b325-4880-b456-192c2891931a,skill/competence,transversal,fysiek fit blijven,released,,"Een preventieve en gezonde houding aannemen en toepassen, met inbegrip van regelmatige lichaamsbeweging, een gezonde slaaproutine en een gezonde voeding.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,gezondheidsvaardigheden en -competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,skill/competence,transversal,problemen oplossen,released,,"Oplossingen vinden voor praktische, operationele of conceptuele problemen in een brede waaier aan contexten.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,het ondervangen van problemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b00e948c-19be-4951-8cff-60f88f1046e9,skill/competence,transversal,verantwoordelijkheden delegeren,released,,"Verantwoordelijkheden, activiteiten en taken aan anderen delegeren naar gelang van hun vermogen, voorbereidingsniveau en vakbekwaamheid. Ervoor zorgen dat mensen begrijpen wat ze moeten doen en wanneer ze dat moeten doen.
  ",http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,anderen leiden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b080a008-a35d-4bd0-92e9-edf3773bb2b7,skill/competence,transversal,software voor communicatie en samenwerking gebruiken,released,,"Eenvoudige digitale instrumenten en technologieën gebruiken om met anderen te communiceren, te interageren en samen te werken.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,werken met digitale apparaten en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3,skill/competence,transversal,teamgeest opbouwen,released,,"Een relatie op basis van wederzijds vertrouwen, respect en samenwerking uitbouwen tussen leden van hetzelfde team.
  ",http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,anderen leiden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b40584aa-7c63-4eed-9422-a9798fb95fdc,skill/competence,transversal,improviseren,released,,"In staat zijn te improviseren en onmiddellijk en zonder vooruit te plannen te reageren op onbekende situaties.
  ",http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,creatief en innovatief denken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b618584f-6bdf-4d8f-89a7-f28c2c95afc2,skill/competence,transversal,voorschriften naleven,released,,"Regels, voorschriften en richtsnoeren met betrekking tot een specifiek domein of een specifieke sector naleven en respecteren en in de dagelijkse activiteiten toepassen.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,een ethische gedragscode volgen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6bdf202-524f-475d-b813-2aa9af005c37,skill/competence,transversal,objecten verplaatsen,released,,"Fysieke activiteiten verrichten om voorwerpen te verplaatsen, in te laden, uit te laden of op te slaan of om structuren te beklimmen, met de hand of met behulp van apparatuur.
  ",http://data.europa.eu/esco/skill/ccb6db6a-8538-431c-b740-5f241bdb71cf,objecten en apparatuur bedienen en besturen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2,skill/competence,transversal,zoekopdrachten op het web uitvoeren,released,,"Zoeken naar gegevens, informatie en inhoud via eenvoudige zoekopdrachten in digitale omgevingen.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,werken met digitale apparaten en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc0b0b5d-f6be-405a-b224-b6902a4dbe97,skill/competence,cross-sector,digitale identiteiten beheren,released,de eigen digitale identiteit beheren | de eigen digitale identiteit beheren en beschermen,"Eén of meerdere digitale identiteiten creëren en beheren, in staat zijn de eigen reputatie te beschermen, kunnen omgaan met de gegevens die men via verschillende digitale tools, omgevingen en diensten produceert.",http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,digitale communicatie en samenwerking | werken met digitale apparaten en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bcf002ce-90f8-42e5-ac1b-5dba208639b0,skill/competence,transversal,blijk geven van betrouwbaarheid,released,,"Blijk geven van eerlijkheid, integriteit en geloofwaardigheid op de werkplek. Loyaliteit laten zien aan uw team en organisatie en blijk geven van betrouwbaarheid.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,een ethische gedragscode volgen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,skill/competence,transversal,ondernemerszin tonen,released,ondernemerschap tonen,"Een eigen onderneming ontwikkelen, organiseren en beheren, kansen identificeren en benutten en middelen mobiliseren, rekening houdend met de winstgevendheid. Blijk geven van een proactieve houding en vastberadenheid om succes te boeken in het bedrijfsleven.
  ",http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,zakelijke en financiële vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822,skill/competence,transversal,feiten rapporteren,released,verslag uitbrengen van feiten | verslag doen van feiten,Informatie doorgeven of gebeurtenissen mondeling vertellen.,http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communiceren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf4d884f-c848-402a-b130-69c266b04164,skill/competence,transversal,basisprogrammeervaardigheden toepassen,released,,"Eenvoudige instructies opstellen voor een computersysteem om problemen op te lossen of taken uit te voeren op een basisniveau en met passende begeleiding waar nodig.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,werken met digitale apparaten en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf983f2a-e941-4646-811d-cc81060cb53f,skill/competence,transversal,netwerken uitbouwen,released,,"Aantonen in staat te zijn doeltreffende relaties uit te bouwen, allianties, contacten of partnerschappen te ontwikkelen en te onderhouden, en informatie met anderen uit te wisselen.
  ",http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,samenwerken in teams en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c10d5d87-36cf-42f5-8a12-e560fb5f4af8,skill/competence,transversal,interculturele vaardigheden tonen,released,interculturele vaardigheden hebben,"Mensen begrijpen en respecteren die worden gezien als mensen met verschillende culturele affiniteiten, en effectief en respectvol op hen reageren.",http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,samenwerken in teams en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c29aa9d2-4da8-4bdd-831c-8d4a2fb51730,skill/competence,transversal,zelfstandig werken,released,onafhankelijk werken,"Een eigen manier van werken ontwikkelen, zichzelf motiveren met weinig of geen toezicht en op zichzelf vertrouwen om dingen gedaan te krijgen.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,efficiënt werken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458,skill/competence,transversal,innovatief denken,released,,"Ideeën of conclusies ontwikkelen die leiden tot het creëren en uitvoeren van innovaties of veranderingen.
  ",http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,creatief en innovatief denken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c4180af3-befd-4bd8-9a65-6a496f9d9f15,skill/competence,transversal,zich bewust zijn van gezondheidsrisico’s,released,,"In staat zijn om risico’s voor de persoonlijke gezondheid in te schatten en te beheren, bijvoorbeeld door veiligheidsmaatregelen op te nemen in de werkmethoden, brandbeveiligingsmaatregelen toe te passen, ergonomische beginselen te respecteren en toe te passen en rekening te houden met de effecten van drugs en alcohol op personen, gezinnen en gemeenschappen.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,gezondheidsvaardigheden en -competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41,skill/competence,transversal,creatief denken,released,creatief nadenken,"Genereren van nieuwe ideeën of bestaande ideeën combineren om innovatieve, nieuwe oplossingen te ontwikkelen.",http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,creatief en innovatief denken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56e2c2f-3e01-4b76-a7bb-ecb6d430172f,skill/competence,transversal,holistisch denken,released,,"Rekening houden met indirecte en langetermijngevolgen bij het plannen en nemen van beslissingen. Rekening houden met de gevolgen voor andere mensen, processen en het milieu en die meenemen in de planning.
  ",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"informatie, ideeën en concepten verwerken"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47,skill/competence,transversal,beslissingen nemen,released,besluiten nemen,Een keuze maken uit verschillende alternatieve mogelijkheden.,http://data.europa.eu/esco/skill/91860993-1a8b-4473-91f3-600aa1924bd0,een proactieve aanpak hanteren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,skill/competence,transversal,digitale inhoud creëren,released,,"Eenvoudige digitale inhoud creëren en bewerken, waar nodig met begeleiding.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,werken met digitale apparaten en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8,skill/competence,transversal,tijd beheren,released,,"De volgorde van evenementen, programma’s en activiteiten, alsook het werk van anderen plannen.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,efficiënt werken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9449998-c1f5-478c-a103-2255398cf0b6,skill/competence,transversal,hygiënenormen toepassen,released,,"De persoonlijke verantwoordelijkheid op zich nemen om een veilige en niet-besmettelijke werk- en leefomgeving te garanderen, met inbegrip van het gebruik van mondkapjes, ontsmettingsmiddelen en algemene persoonlijke hygiëne.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,gezondheidsvaardigheden en -competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db33c0f3-43ee-4ba3-ba47-9269ac837697,skill/competence,transversal,informatie en informatiebronnen kritisch evalueren,released,,"In staat zijn informatie en informatiebronnen te evalueren en te analyseren. Blijk kunnen geven van toegang tot en kritisch inzicht in zowel traditionele als nieuwe vormen van media en hun rol en functie in democratische samenlevingen.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,maatschappelijke vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcc99418-d896-4b3b-8596-658093a17a8f,skill/competence,transversal,chronische gezondheidsaandoeningen beheersen,released,,"Manieren vaststellen en toepassen om de negatieve effecten van chronische gezondheidsaandoeningen te minimaliseren, met inbegrip van het gebruik van hulpmiddelen om te zien, te horen en te lopen en van passende medicatie en adequate sociale en medische ondersteuning.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,gezondheidsvaardigheden en -competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/deb3c1bc-d48a-42e6-b0cc-cb238534ec28,skill/competence,transversal,kennis van sociale wetenschappen en geesteswetenschappen toepassen,released,,"Blijk geven van inzicht in de aard, de pluraliteit en de functie van sociale en politieke groeperingen en hun relatie met de sociaaleconomische dimensie van de samenleving. De rol en plaats van individuen in de maatschappij begrijpen.
  ",http://data.europa.eu/esco/skill/44ff6716-7d71-4a16-821b-61d10e9e290d,algemene kennis toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868,skill/competence,transversal,"ideeën, producten of diensten promoten",released,,"Producten, programma’s en diensten voorstellen en adverteren met als doel anderen te overtuigen en te beïnvloeden.
  ",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communiceren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507,skill/competence,transversal,anderen aanmoedigen,released,anderen motiveren,Het gedrag van andere mensen sturen door hen een overtuigende reden te geven om actie te ondernemen.,http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,anderen leiden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,skill/competence,transversal,vertrouwelijkheidsverplichtingen eerbiedigen,released,,"De nodige discretie en terughoudendheid in acht nemen bij de behandeling van vertrouwelijke, geheime of onaangename informatie.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,een ethische gedragscode volgen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,skill/competence,transversal,plannen,released,,"Een eigen tijdschema en middelen beheren om taken tijdig af te ronden.
  ",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,plannen en organiseren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef7562b2-f176-4d7c-a0b2-27ae8cce0b7d,skill/competence,transversal,reageren op fysieke veranderingen of gevaren,released,,"Snel en adequaat reageren op externe of interne omstandigheden en stimuli.
  ",http://data.europa.eu/esco/skill/e52389a2-1a05-45b0-8db3-4bda0f0c0b48,inspelen op fysieke omstandigheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,skill/competence,transversal,digitale veiligheidsmaatregelen toepassen,released,,"Eenvoudige methoden volgen om digitale apparaten en inhoud te beschermen.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,werken met digitale apparaten en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1,skill/competence,transversal,rechten en verantwoordelijkheden uitoefenen,released,,"Zich bewust zijn van en gebruikmaken van wettelijke en grondwettelijke rechten, met inbegrip van de plicht om de wet te respecteren, belasting te betalen en bijstand te verlenen, alsook het recht om te stemmen, verkozen te worden of zich in een proces door een advocaat te laten verdedigen.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,maatschappelijke vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa46a48d-9cb9-422d-afab-1047654dbcdd,skill/competence,transversal,informatie opslaan,released,informatie memoriseren | informatie onthouden | informatie van buiten leren,"Informatie opslaan zoals woorden, nummers, foto's en procedures om later op te vragen.",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"informatie, ideeën en concepten verwerken"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12,skill/competence,transversal,onbevooroordeeld blijven,released,,"Geïnteresseerd zijn en openstaan voor de problemen van anderen.
  ",http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,de bereidheid tonen om te leren
